serviceName,startTime,avg_time,num,succee_num,succee_rate
osb_001,1590076800000,1.2911,340,340,1.0
osb_001,1590076860000,0.5829,303,303,1.0
osb_001,1590076920000,0.7124,331,331,1.0
osb_001,1590076980000,0.7457,382,382,1.0
osb_001,1590077040000,0.727,370,370,1.0
osb_001,1590077100000,0.662,359,359,1.0
osb_001,1590077160000,0.7325,322,322,1.0
osb_001,1590077220000,0.765,405,380,0.9383
osb_001,1590077280000,0.0,355,0,0.0
osb_001,1590077340000,0.0,359,0,0.0
osb_001,1590077400000,0.0,388,0,0.0
osb_001,1590077460000,0.0,385,0,0.0
osb_001,1590077520000,1.1762,421,203,0.4822
osb_001,1590077580000,0.7605,436,436,1.0
osb_001,1590077640000,0.9291,400,400,1.0
osb_001,1590077700000,0.7016,391,391,1.0
osb_001,1590077760000,0.9619,419,419,1.0
osb_001,1590077820000,0.7381,421,421,1.0
osb_001,1590077880000,0.6553,397,397,1.0
osb_001,1590077940000,0.696,415,415,1.0
osb_001,1590078000000,0.7019,443,443,1.0
osb_001,1590078060000,0.8075,437,437,1.0
osb_001,1590078120000,0.9783,338,338,1.0
osb_001,1590078180000,0.8005,451,451,1.0
osb_001,1590078240000,0.6734,447,447,1.0
osb_001,1590078300000,0.7906,483,483,1.0
osb_001,1590078360000,0.7279,471,471,1.0
osb_001,1590078420000,0.7463,501,501,1.0
osb_001,1590078480000,0.6525,438,438,1.0
osb_001,1590078480000,0.0,1,0,0.0
osb_001,1590078540000,0.7004,446,446,1.0
osb_001,1590078600000,1.3967,412,412,1.0
osb_001,1590078660000,0.717,456,456,1.0
osb_001,1590078720000,1.715,365,365,1.0
osb_001,1590078780000,0.728,454,454,1.0
osb_001,1590078840000,0.7012,461,461,1.0
osb_001,1590078900000,0.733,432,432,1.0
osb_001,1590078960000,0.7559,516,516,1.0
osb_001,1590079020000,0.7004,475,475,1.0
osb_001,1590079080000,0.6979,519,519,1.0
osb_001,1590079140000,0.4519,182,182,1.0
osb_001,1590079140000,93.2014,10,9,0.9
osb_001,1590079200000,1.8825,312,312,1.0
osb_001,1590079260000,0.7207,493,493,1.0
osb_001,1590079320000,0.649,474,474,1.0
osb_001,1590079380000,0.7498,476,476,1.0
osb_001,1590079440000,0.8463,487,487,1.0
osb_001,1590079500000,0.6773,491,491,1.0
osb_001,1590079560000,0.7951,490,490,1.0
osb_001,1590079620000,0.7204,474,474,1.0
osb_001,1590079680000,1.332,546,546,1.0
osb_001,1590079680000,92.091,1,1,1.0
osb_001,1590079740000,4.9687,100,100,1.0
osb_001,1590079740000,21.7659,9,9,1.0
osb_001,1590079800000,5.1272,132,132,1.0
osb_001,1590079860000,5.1641,94,94,1.0
osb_001,1590079860000,32.508,9,9,1.0
osb_001,1590079920000,7.6282,89,86,0.9663
osb_001,1590079980000,4.9066,96,96,1.0
osb_001,1590079980000,32.0986,9,9,1.0
osb_001,1590080040000,1.0849,507,502,0.9901
osb_001,1590080100000,0.7092,506,506,1.0
osb_001,1590080160000,3.8602,191,190,0.9948
osb_001,1590080220000,0.9102,493,493,1.0
osb_001,1590080220000,35.0837,3,3,1.0
osb_001,1590080280000,0.7662,535,535,1.0
osb_001,1590080340000,0.7081,516,516,1.0
osb_001,1590080340000,0.0,1,0,0.0
osb_001,1590080400000,0.832,530,530,1.0
osb_001,1590080460000,0.7215,541,541,1.0
osb_001,1590080520000,0.6986,496,496,1.0
osb_001,1590080580000,0.7938,508,508,1.0
osb_001,1590080640000,0.7922,501,501,1.0
osb_001,1590080700000,0.7949,532,532,1.0
osb_001,1590080760000,0.9733,517,517,1.0
osb_001,1590080820000,0.6645,477,477,1.0
osb_001,1590080880000,0.6743,521,521,1.0
osb_001,1590080940000,0.7245,495,495,1.0
osb_001,1590080940000,26.69,1,1,1.0
osb_001,1590081000000,0.7865,573,573,1.0
osb_001,1590081060000,0.7582,552,552,1.0
osb_001,1590081060000,3.6527,7,7,1.0
osb_001,1590081120000,0.7613,403,403,1.0
osb_001,1590081180000,0.6568,557,557,1.0
osb_001,1590081240000,0.6931,547,547,1.0
osb_001,1590081300000,0.7511,541,541,1.0
osb_001,1590081360000,0.7252,550,550,1.0
osb_001,1590081420000,0.6609,602,602,1.0
osb_001,1590081480000,0.7322,558,558,1.0
osb_001,1590081540000,3.5215,150,150,1.0
osb_001,1590081540000,15.609,7,7,1.0
osb_001,1590081600000,4.3985,142,142,1.0
osb_001,1590081660000,3.8408,127,127,1.0
osb_001,1590081660000,12.485,8,8,1.0
osb_001,1590081660000,0.0,1,0,0.0
osb_001,1590081720000,4.5124,139,139,1.0
osb_001,1590081780000,3.4007,171,171,1.0
osb_001,1590081840000,0.7334,505,505,1.0
osb_001,1590081900000,0.7353,506,506,1.0
osb_001,1590081960000,0.6955,570,570,1.0
osb_001,1590081960000,98.8311,8,7,0.875
osb_001,1590082020000,0.5048,146,146,1.0
osb_001,1590082020000,69.6772,10,10,1.0
osb_001,1590082080000,0.7185,536,536,1.0
osb_001,1590082140000,0.7249,499,499,1.0
osb_001,1590082200000,0.8612,575,575,1.0
osb_001,1590082260000,0.7209,534,534,1.0
osb_001,1590082320000,0.7505,460,460,1.0
osb_001,1590082320000,0.0,1,0,0.0
osb_001,1590082380000,0.6839,529,529,1.0
osb_001,1590082380000,39.2288,5,5,1.0
osb_001,1590082440000,0.7725,497,497,1.0
osb_001,1590082500000,0.6711,532,532,1.0
osb_001,1590082500000,40.1,2,2,1.0
osb_001,1590082560000,0.6944,519,519,1.0
osb_001,1590082620000,0.883,560,560,1.0
osb_001,1590082620000,13.189,1,1,1.0
osb_001,1590082680000,0.6861,552,552,1.0
osb_001,1590082740000,1.268,444,444,1.0
osb_001,1590082740000,2.261,5,5,1.0
osb_001,1590082800000,0.7403,530,530,1.0
osb_001,1590082860000,0.7666,562,562,1.0
osb_001,1590082920000,0.6853,501,501,1.0
osb_001,1590082980000,0.6898,574,574,1.0
osb_001,1590083040000,1.1936,467,467,1.0
osb_001,1590083100000,0.7891,536,536,1.0
osb_001,1590083100000,25.977,1,1,1.0
osb_001,1590083160000,0.6657,547,547,1.0
osb_001,1590083220000,0.7528,489,489,1.0
osb_001,1590083220000,114.323,1,1,1.0
osb_001,1590083280000,2.4372,228,227,0.9956
osb_001,1590083280000,106.3865,4,4,1.0
osb_001,1590083340000,9.6359,39,37,0.9487
osb_001,1590083340000,32.0806,10,9,0.9
osb_001,1590083400000,12.488,63,63,1.0
osb_001,1590083460000,8.2772,35,35,1.0
osb_001,1590083460000,44.969,10,10,1.0
osb_001,1590083520000,16.2477,48,48,1.0
osb_001,1590083580000,6.3264,92,92,1.0
osb_001,1590083580000,1.698,2,2,1.0
osb_001,1590083640000,0.7056,537,537,1.0
osb_001,1590083700000,0.6291,542,542,1.0
osb_001,1590083760000,0.6833,536,536,1.0
osb_001,1590083820000,0.6657,525,525,1.0
osb_001,1590083880000,0.9203,512,512,1.0
osb_001,1590083940000,0.7379,634,634,1.0
osb_001,1590084000000,0.9651,484,484,1.0
osb_001,1590084060000,0.7129,543,543,1.0
osb_001,1590084120000,0.6269,495,495,1.0
osb_001,1590084180000,0.7094,508,508,1.0
osb_001,1590084240000,0.4851,103,103,1.0
osb_001,1590084240000,800.1204,10,5,0.5
osb_001,1590084300000,0.4225,207,202,0.9758
osb_001,1590084300000,0.0,3,0,0.0
osb_001,1590084300000,724.007,7,3,0.4286
osb_001,1590084360000,0.3709,57,55,0.9649
osb_001,1590084360000,666.7885,2,2,1.0
osb_001,1590084420000,0.5641,33,33,1.0
osb_001,1590084420000,581.66,1,1,1.0
osb_001,1590084540000,0.3639,223,218,0.9776
osb_001,1590084540000,0.269,3,1,0.3333
osb_001,1590084540000,493.897,7,2,0.2857
osb_001,1590084600000,0.408,189,182,0.963
osb_001,1590084600000,399.859,6,1,0.1667
osb_001,1590084660000,0.4202,110,108,0.9818
osb_001,1590084660000,0.28,2,1,0.5
osb_001,1590084660000,363.9757,4,3,0.75
osb_001,1590084720000,0.3032,39,37,0.9487
osb_001,1590084720000,312.22,2,1,0.5
osb_001,1590084780000,2.7235,11,11,1.0
osb_001,1590084780000,0.0,1,0,0.0
osb_001,1590084840000,0.5013,144,139,0.9653
osb_001,1590084840000,193.604,6,2,0.3333
osb_001,1590084900000,0.3653,153,151,0.9869
osb_001,1590084900000,132.752,8,1,0.125
osb_001,1590084960000,0.8865,148,140,0.9459
osb_001,1590085020000,0.9292,414,407,0.9831
osb_001,1590085080000,0.7375,545,545,1.0
osb_001,1590085140000,1.0429,529,529,1.0
osb_001,1590085140000,6.283,3,3,1.0
osb_001,1590085200000,1.6828,372,372,1.0
osb_001,1590085260000,1.6953,336,336,1.0
osb_001,1590085260000,4.2555,4,4,1.0
osb_001,1590085320000,3.1154,189,189,1.0
osb_001,1590085380000,2.7835,194,194,1.0
osb_001,1590085380000,9.9418,9,9,1.0
osb_001,1590085440000,0.8664,562,562,1.0
osb_001,1590085500000,0.7362,469,469,1.0
osb_001,1590085560000,0.6746,491,491,1.0
osb_001,1590085620000,0.9288,448,448,1.0
osb_001,1590085680000,0.7314,519,519,1.0
osb_001,1590085740000,0.7164,520,520,1.0
osb_001,1590085800000,0.7782,531,531,1.0
osb_001,1590085860000,0.7136,504,504,1.0
osb_001,1590085860000,53.343,2,2,1.0
osb_001,1590085920000,0.8261,517,517,1.0
osb_001,1590085980000,0.6886,522,522,1.0
osb_001,1590086040000,0.6285,490,490,1.0
osb_001,1590086100000,0.7192,482,482,1.0
osb_001,1590086160000,0.8629,467,467,1.0
osb_001,1590086220000,0.5911,476,476,1.0
osb_001,1590086220000,0.0,1,0,0.0
osb_001,1590086280000,0.7365,443,443,1.0
osb_001,1590086340000,0.6671,436,436,1.0
osb_001,1590086400000,0.7054,452,452,1.0
osb_001,1590086460000,0.687,478,478,1.0
osb_001,1590086520000,0.6884,458,458,1.0
osb_001,1590086580000,0.711,471,471,1.0
osb_001,1590086640000,0.7105,483,483,1.0
osb_001,1590086700000,0.6994,454,454,1.0
osb_001,1590086760000,0.7985,415,415,1.0
osb_001,1590086820000,0.7552,435,435,1.0
osb_001,1590086880000,0.6877,439,439,1.0
osb_001,1590086940000,0.8582,454,454,1.0
osb_001,1590087000000,0.7563,460,460,1.0
osb_001,1590087060000,0.7326,435,435,1.0
osb_001,1590087120000,0.7776,460,460,1.0
osb_001,1590087180000,0.7113,376,376,1.0
osb_001,1590087240000,0.815,418,418,1.0
osb_001,1590087300000,0.7174,409,409,1.0
osb_001,1590087360000,0.9012,395,395,1.0
osb_001,1590087420000,0.7961,398,398,1.0
osb_001,1590087480000,0.8029,425,425,1.0
osb_001,1590087540000,0.6644,444,444,1.0
osb_001,1590087600000,0.985,393,393,1.0
osb_001,1590087660000,0.7143,432,432,1.0
osb_001,1590087720000,0.6919,364,364,1.0
osb_001,1590087780000,0.7225,391,391,1.0
osb_001,1590087840000,0.637,412,412,1.0
osb_001,1590087900000,0.8395,392,392,1.0
osb_001,1590087960000,0.599,385,385,1.0
osb_001,1590087960000,0.0,1,0,0.0
osb_001,1590088020000,0.7285,372,372,1.0
osb_001,1590088080000,0.7342,407,407,1.0
osb_001,1590088140000,0.8136,386,386,1.0
osb_001,1590088200000,0.6554,404,404,1.0
osb_001,1590088260000,0.773,454,454,1.0
osb_001,1590088320000,0.703,413,413,1.0
osb_001,1590088380000,0.8411,408,408,1.0
osb_001,1590088440000,0.6329,414,414,1.0
osb_001,1590088500000,0.6408,427,427,1.0
osb_001,1590088560000,0.7986,413,413,1.0
osb_001,1590088620000,0.7537,416,416,1.0
osb_001,1590088680000,0.669,375,375,1.0
osb_001,1590088740000,0.746,391,391,1.0
osb_001,1590088800000,0.7228,375,375,1.0
osb_001,1590088860000,0.7293,397,397,1.0
osb_001,1590088860000,104.95,1,1,1.0
osb_001,1590088920000,0.7422,305,305,1.0
osb_001,1590088980000,0.6983,404,404,1.0
osb_001,1590089040000,0.7002,405,405,1.0
osb_001,1590089100000,0.6922,394,394,1.0
osb_001,1590089160000,0.7702,411,411,1.0
osb_001,1590089220000,0.6998,412,412,1.0
osb_001,1590089280000,0.7048,404,404,1.0
osb_001,1590089340000,0.7144,399,399,1.0
osb_001,1590089400000,1.1304,401,401,1.0
osb_001,1590089460000,0.7026,387,387,1.0
osb_001,1590089520000,0.6822,330,330,1.0
osb_001,1590089580000,0.9831,404,404,1.0
osb_001,1590089640000,1.1151,378,378,1.0
osb_001,1590089700000,0.757,394,394,1.0
osb_001,1590089760000,0.6501,393,393,1.0
osb_001,1590089820000,0.727,379,379,1.0
osb_001,1590089880000,0.8768,416,416,1.0
osb_001,1590089940000,0.7103,394,394,1.0
osb_001,1590090000000,0.7728,380,380,1.0
osb_001,1590090060000,0.7774,406,406,1.0
osb_001,1590090120000,0.7073,414,414,1.0
osb_001,1590090180000,0.8229,433,433,1.0
osb_001,1590090240000,0.887,403,403,1.0
osb_001,1590090300000,0.7622,398,398,1.0
osb_001,1590090360000,0.7491,413,413,1.0
osb_001,1590090420000,0.6682,407,407,1.0
osb_001,1590090480000,0.6807,419,419,1.0
osb_001,1590090540000,2.0369,148,148,1.0
osb_001,1590090540000,2.989,5,5,1.0
osb_001,1590090600000,3.5791,121,119,0.9835
osb_001,1590090660000,2.5401,123,119,0.9675
osb_001,1590090660000,19.737,2,2,1.0
osb_001,1590090720000,3.1616,127,125,0.9843
osb_001,1590090780000,2.066,143,141,0.986
osb_001,1590090780000,2.5366,9,9,1.0
osb_001,1590090840000,0.8152,394,394,1.0
osb_001,1590090900000,0.6968,434,434,1.0
osb_001,1590090960000,0.783,421,421,1.0
osb_001,1590091020000,0.6741,431,431,1.0
osb_001,1590091080000,0.6655,416,416,1.0
osb_001,1590091140000,0.7158,408,408,1.0
osb_001,1590091200000,0.9348,442,442,1.0
osb_001,1590091260000,0.7016,447,447,1.0
osb_001,1590091320000,0.6584,399,399,1.0
osb_001,1590091380000,0.7447,477,477,1.0
osb_001,1590091440000,0.7275,469,469,1.0
osb_001,1590091500000,0.7714,411,411,1.0
osb_001,1590091560000,0.6792,433,433,1.0
osb_001,1590091620000,0.6272,445,445,1.0
osb_001,1590091620000,98.1789,10,8,0.8
osb_001,1590091680000,3.4308,137,132,0.9635
osb_001,1590091740000,0.7763,443,440,0.9932
osb_001,1590091800000,0.7449,475,475,1.0
osb_001,1590091800000,101.572,1,1,1.0
osb_001,1590091860000,0.653,464,464,1.0
osb_001,1590091920000,0.7363,416,416,1.0
osb_001,1590091920000,0.0,1,0,0.0
osb_001,1590091980000,0.7616,458,458,1.0
osb_001,1590091980000,52.804,1,1,1.0
osb_001,1590092040000,0.6689,491,491,1.0
osb_001,1590092100000,0.6828,505,505,1.0
osb_001,1590092160000,0.6953,463,463,1.0
osb_001,1590092220000,0.8283,515,515,1.0
osb_001,1590092280000,0.7465,517,517,1.0
osb_001,1590092340000,0.7729,491,491,1.0
osb_001,1590092400000,0.6894,483,483,1.0
osb_001,1590092460000,0.7232,477,477,1.0
osb_001,1590092520000,0.8101,493,493,1.0
osb_001,1590092580000,0.7161,507,507,1.0
osb_001,1590092640000,0.7146,433,433,1.0
osb_001,1590092700000,0.7161,490,490,1.0
osb_001,1590092760000,0.6684,507,507,1.0
osb_001,1590092820000,0.685,458,458,1.0
osb_001,1590092880000,0.7293,502,502,1.0
osb_001,1590092940000,0.6711,463,463,1.0
osb_001,1590093000000,0.88,522,522,1.0
osb_001,1590093060000,0.8132,521,521,1.0
osb_001,1590093120000,1.3498,472,472,1.0
osb_001,1590093180000,0.7389,506,506,1.0
osb_001,1590093180000,54.46,1,1,1.0
osb_001,1590093240000,0.7179,504,504,1.0
osb_001,1590093300000,0.6818,510,510,1.0
osb_001,1590093360000,0.7221,517,517,1.0
osb_001,1590093420000,0.7327,473,473,1.0
osb_001,1590093480000,0.9497,472,472,1.0
osb_001,1590093540000,0.7782,519,519,1.0
osb_001,1590093540000,41.178,1,1,1.0
osb_001,1590093600000,0.716,505,505,1.0
osb_001,1590093660000,0.8178,489,489,1.0
osb_001,1590093720000,0.6534,383,383,1.0
osb_001,1590093780000,0.6991,572,572,1.0
osb_001,1590093840000,0.6437,531,531,1.0
osb_001,1590093900000,0.6824,536,536,1.0
osb_001,1590093960000,0.7013,538,538,1.0
osb_001,1590094020000,0.768,499,499,1.0
osb_001,1590094020000,37.127,1,1,1.0
osb_001,1590094020000,0.0,1,0,0.0
osb_001,1590094080000,0.7451,538,538,1.0
osb_001,1590094140000,0.7332,512,512,1.0
osb_001,1590094140000,29.96,1,1,1.0
osb_001,1590094200000,0.7907,531,531,1.0
osb_001,1590094260000,0.8333,586,586,1.0
osb_001,1590094320000,0.701,417,417,1.0
osb_001,1590094380000,0.6469,528,528,1.0
osb_001,1590094440000,0.702,548,548,1.0
osb_001,1590094500000,0.7709,517,517,1.0
osb_001,1590094500000,27.53,1,1,1.0
osb_001,1590094560000,0.5857,589,589,1.0
osb_001,1590094620000,0.7073,557,557,1.0
osb_001,1590094680000,0.6679,548,548,1.0
osb_001,1590094740000,0.6632,531,531,1.0
osb_001,1590094800000,0.9961,481,481,1.0
osb_001,1590094860000,0.705,545,545,1.0
osb_001,1590094860000,83.3521,9,8,0.8889
osb_001,1590094920000,6.8975,103,103,1.0
osb_001,1590094980000,0.7375,534,534,1.0
osb_001,1590095040000,0.7165,527,527,1.0
osb_001,1590095100000,0.7076,564,564,1.0
osb_001,1590095160000,0.7239,603,603,1.0
osb_001,1590095220000,0.6504,569,569,1.0
osb_001,1590095280000,0.6737,544,544,1.0
osb_001,1590095280000,0.0,1,0,0.0
osb_001,1590095280000,0.0,1,0,0.0
osb_001,1590095340000,0.7093,552,552,1.0
osb_001,1590095400000,0.7161,514,514,1.0
osb_001,1590095460000,0.7806,483,483,1.0
osb_001,1590095520000,0.7221,444,444,1.0
osb_001,1590095580000,0.7487,542,542,1.0
osb_001,1590095640000,0.6781,645,645,1.0
osb_001,1590095700000,0.7167,623,623,1.0
osb_001,1590095760000,0.7956,578,578,1.0
osb_001,1590095820000,0.7121,606,606,1.0
osb_001,1590095820000,27.98,1,1,1.0
osb_001,1590095880000,0.6413,576,576,1.0
osb_001,1590095940000,3.9037,136,136,1.0
osb_001,1590095940000,11.997,10,10,1.0
osb_001,1590096000000,4.8874,127,127,1.0
osb_001,1590096060000,3.554,154,154,1.0
osb_001,1590096060000,9.1467,9,9,1.0
osb_001,1590096120000,4.6099,146,146,1.0
osb_001,1590096180000,3.8671,149,149,1.0
osb_001,1590096180000,1.5885,4,4,1.0
osb_001,1590096240000,0.7709,567,567,1.0
osb_001,1590096300000,0.701,619,619,1.0
osb_001,1590096360000,0.639,591,591,1.0
osb_001,1590096420000,0.6625,619,619,1.0
osb_001,1590096480000,0.7556,612,612,1.0
osb_001,1590096540000,0.6731,604,604,1.0
osb_001,1590096600000,0.945,582,582,1.0
osb_001,1590096660000,0.706,564,564,1.0
osb_001,1590096720000,0.718,605,605,1.0
osb_001,1590096780000,0.6995,578,578,1.0
osb_001,1590096780000,0.0,1,0,0.0
osb_001,1590096840000,0.6507,508,508,1.0
osb_001,1590096840000,0.0,1,0,0.0
osb_001,1590096900000,0.8155,615,615,1.0
osb_001,1590096960000,0.8089,598,598,1.0
osb_001,1590097020000,0.7144,619,619,1.0
osb_001,1590097080000,0.6738,588,588,1.0
osb_001,1590097140000,0.6871,574,574,1.0
osb_001,1590097200000,0.8192,595,595,1.0
osb_001,1590097260000,0.7332,584,584,1.0
osb_001,1590097320000,0.7442,545,545,1.0
osb_001,1590097380000,0.7011,577,577,1.0
osb_001,1590097440000,0.6263,598,598,1.0
osb_001,1590097500000,0.656,632,632,1.0
osb_001,1590097500000,0.0,1,0,0.0
osb_001,1590097560000,0.7137,572,572,1.0
osb_001,1590097620000,0.7264,605,605,1.0
osb_001,1590097680000,1.764,366,366,1.0
osb_001,1590097740000,4.2606,122,122,1.0
osb_001,1590097740000,13.0083,8,8,1.0
osb_001,1590097800000,3.9841,159,159,1.0
osb_001,1590097860000,3.7588,146,146,1.0
osb_001,1590097860000,10.4805,6,6,1.0
osb_001,1590097920000,3.8694,167,167,1.0
osb_001,1590097980000,3.2378,178,178,1.0
osb_001,1590097980000,6.417,1,1,1.0
osb_001,1590098040000,0.8162,581,581,1.0
osb_001,1590098100000,0.9819,527,527,1.0
osb_001,1590098100000,6.8053,3,3,1.0
osb_001,1590098100000,0.0,1,0,0.0
osb_001,1590098160000,0.7466,587,587,1.0
osb_001,1590098220000,0.6607,616,616,1.0
osb_001,1590098280000,0.7836,580,580,1.0
osb_001,1590098340000,0.6416,606,606,1.0
